,purpose_A45_1,purpose_A45_0,other_debtors_A103_1,other_debtors_A103_0,savings_A65_1,savings_A65_0,employment_A74_1,employment_A74_0,savings_A62_1,savings_A62_0,status_A12_1,status_A12_0,employment_A73_1,employment_A73_0,status_A13_1,status_A13_0,skill_level_A174_1,skill_level_A174_0,purpose_A46_1,purpose_A46_0,credit_history_A31_1,credit_history_A31_0,purpose_A40_1,purpose_A40_0,property_A123_1,property_A123_0,skill_level_A172_1,skill_level_A172_0,month_1,month_0,investment_as_income_percentage_1,investment_as_income_percentage_0,purpose_A43_1,purpose_A43_0,property_A124_1,property_A124_0,employment_A75_1,employment_A75_0,skill_level_A171_1,skill_level_A171_0,other_debtors_A102_1,other_debtors_A102_0,telephone_A192_1,telephone_A192_0,foreign_worker_A202_1,foreign_worker_A202_0,credit_amount_1,credit_amount_0,purpose_A44_1,purpose_A44_0,other_debtors_A101_1,other_debtors_A101_0,property_A122_1,property_A122_0,savings_A64_1,savings_A64_0,housing_A152_1,housing_A152_0,savings_A63_1,savings_A63_0,employment_A72_1,employment_A72_0,housing_A151_1,housing_A151_0,installment_plans_A142_1,installment_plans_A142_0,purpose_A42_1,purpose_A42_0,housing_A153_1,housing_A153_0,foreign_worker_A201_1,foreign_worker_A201_0,installment_plans_A143_1,installment_plans_A143_0,status_A11_1,status_A11_0,status_A14_1,status_A14_0,installment_plans_A141_1,installment_plans_A141_0,residence_since_1,residence_since_0,savings_A61_1,savings_A61_0,credit_history_A33_1,credit_history_A33_0,purpose_A48_1,purpose_A48_0,telephone_A191_1,telephone_A191_0,people_liable_for_1,people_liable_for_0,employment_A71_1,employment_A71_0,number_of_credits_1,number_of_credits_0,purpose_A49_1,purpose_A49_0,credit_history_A34_1,credit_history_A34_0,property_A121_1,property_A121_0,purpose_A410_1,purpose_A410_0,skill_level_A173_1,skill_level_A173_0,credit_history_A30_1,credit_history_A30_0,credit_history_A32_1,credit_history_A32_0,purpose_A41_1,purpose_A41_0,attr_1,attr_0,delta,experiment
0,0.0,0.0,0.0196078431372549,0.0,0.23529411764705882,0.21052631578947367,0.1568627450980392,0.05263157894736842,0.0196078431372549,0.0,0.13725490196078433,0.2631578947368421,0.47058823529411764,0.5263157894736842,0.11764705882352941,0.05263157894736842,0.11764705882352941,0.15789473684210525,0.0392156862745098,0.05263157894736842,0.058823529411764705,0.10526315789473684,0.13725490196078433,0.3157894736842105,0.17647058823529413,0.3157894736842105,0.0784313725490196,0.05263157894736842,22.0,24.210526315789473,2.803921568627451,2.263157894736842,0.39215686274509803,0.3157894736842105,0.23529411764705882,0.15789473684210525,0.3333333333333333,0.2631578947368421,0.0,0.05263157894736842,0.058823529411764705,0.05263157894736842,0.5882352941176471,0.5263157894736842,0.0,0.0,3612.9803921568628,4648.368421052632,0.0,0.0,0.9215686274509803,0.9473684210526315,0.23529411764705882,0.05263157894736842,0.058823529411764705,0.0,0.6274509803921569,0.7368421052631579,0.0392156862745098,0.0,0.0,0.05263157894736842,0.17647058823529413,0.15789473684210525,0.17647058823529413,0.10526315789473684,0.17647058823529413,0.10526315789473684,0.19607843137254902,0.10526315789473684,1.0,1.0,0.7254901960784313,0.8421052631578947,0.37254901960784315,0.42105263157894735,0.37254901960784315,0.2631578947368421,0.09803921568627451,0.05263157894736842,2.9411764705882355,2.5789473684210527,0.6470588235294118,0.7894736842105263,0.11764705882352941,0.10526315789473684,0.0196078431372549,0.0,0.4117647058823529,0.47368421052631576,1.2156862745098038,1.0526315789473684,0.0392156862745098,0.10526315789473684,1.5490196078431373,1.4210526315789473,0.058823529411764705,0.15789473684210525,0.3137254901960784,0.3684210526315789,0.35294117647058826,0.47368421052631576,0.0392156862745098,0.0,0.803921568627451,0.7368421052631579,0.0784313725490196,0.05263157894736842,0.43137254901960786,0.3684210526315789,0.13725490196078433,0.05263157894736842,38,12,0.538669649937164,fairlearn
1,0.02631578947368421,0.0,0.10526315789473684,0.0,0.23684210526315788,0.0,0.18421052631578946,0.15384615384615385,0.15789473684210525,0.23076923076923078,0.21052631578947367,0.0,0.34210526315789475,0.0,0.0,0.0,0.23684210526315788,0.0,0.05263157894736842,0.0,0.0,0.07692307692307693,0.23684210526315788,0.38461538461538464,0.42105263157894735,0.38461538461538464,0.13157894736842105,0.0,24.605263157894736,19.384615384615383,2.9473684210526314,2.3076923076923075,0.3157894736842105,0.23076923076923078,0.21052631578947367,0.07692307692307693,0.3157894736842105,0.15384615384615385,0.02631578947368421,0.15384615384615385,0.0,0.15384615384615385,0.631578947368421,0.3076923076923077,0.07894736842105263,0.0,4580.815789473684,2631.923076923077,0.0,0.07692307692307693,0.8947368421052632,0.8461538461538461,0.13157894736842105,0.3076923076923077,0.0,0.0,0.6578947368421053,0.46153846153846156,0.05263157894736842,0.0,0.13157894736842105,0.38461538461538464,0.13157894736842105,0.5384615384615384,0.05263157894736842,0.07692307692307693,0.07894736842105263,0.3076923076923077,0.21052631578947367,0.0,0.9210526315789473,1.0,0.7368421052631579,0.7692307692307693,0.2631578947368421,0.6923076923076923,0.5263157894736842,0.3076923076923077,0.21052631578947367,0.15384615384615385,2.8684210526315788,3.6153846153846154,0.5526315789473685,0.7692307692307693,0.02631578947368421,0.0,0.0,0.0,0.3684210526315789,0.6923076923076923,1.1578947368421053,1.0,0.02631578947368421,0.3076923076923077,1.5789473684210527,1.3076923076923077,0.13157894736842105,0.0,0.42105263157894735,0.15384615384615385,0.23684210526315788,0.23076923076923078,0.0,0.0,0.6052631578947368,0.8461538461538461,0.05263157894736842,0.0,0.5,0.7692307692307693,0.15789473684210525,0.0,38,12,0.7191226669632058,fairlearn
2,0.017857142857142856,0.0,0.125,0.08333333333333333,0.35714285714285715,0.25,0.3392857142857143,0.3333333333333333,0.23214285714285715,0.041666666666666664,0.5178571428571429,0.5416666666666666,0.3392857142857143,0.4166666666666667,0.017857142857142856,0.0,0.14285714285714285,0.0,0.03571428571428571,0.041666666666666664,0.07142857142857142,0.0,0.21428571428571427,0.20833333333333334,0.32142857142857145,0.375,0.10714285714285714,0.25,25.857142857142858,23.625,2.9285714285714284,2.5833333333333335,0.23214285714285715,0.375,0.17857142857142858,0.041666666666666664,0.17857142857142858,0.08333333333333333,0.03571428571428571,0.125,0.017857142857142856,0.0,0.5535714285714286,0.20833333333333334,0.017857142857142856,0.0,4409.928571428572,3229.125,0.0,0.0,0.8571428571428571,0.9166666666666666,0.19642857142857142,0.16666666666666666,0.017857142857142856,0.041666666666666664,0.7321428571428571,0.8333333333333334,0.03571428571428571,0.125,0.03571428571428571,0.08333333333333333,0.14285714285714285,0.16666666666666666,0.017857142857142856,0.041666666666666664,0.10714285714285714,0.16666666666666666,0.125,0.0,0.9821428571428571,1.0,0.7678571428571429,0.8333333333333334,0.08928571428571429,0.041666666666666664,0.375,0.4166666666666667,0.21428571428571427,0.125,2.375,2.3333333333333335,0.35714285714285715,0.5416666666666666,0.05357142857142857,0.0,0.0,0.0,0.44642857142857145,0.7916666666666666,1.0892857142857142,1.0,0.10714285714285714,0.08333333333333333,1.625,1.3333333333333333,0.17857142857142858,0.125,0.375,0.2916666666666667,0.30357142857142855,0.4166666666666667,0.017857142857142856,0.041666666666666664,0.7142857142857143,0.625,0.05357142857142857,0.125,0.44642857142857145,0.5833333333333334,0.19642857142857142,0.041666666666666664,38,12,-0.12136085700426735,fairlearn
3,0.011494252873563218,0.0,0.05747126436781609,0.05714285714285714,0.25287356321839083,0.2857142857142857,0.12643678160919541,0.05714285714285714,0.034482758620689655,0.0,0.1839080459770115,0.17142857142857143,0.3448275862068966,0.45714285714285713,0.10344827586206896,0.05714285714285714,0.3218390804597701,0.2571428571428571,0.011494252873563218,0.0,0.011494252873563218,0.02857142857142857,0.12643678160919541,0.14285714285714285,0.21839080459770116,0.2571428571428571,0.1724137931034483,0.22857142857142856,18.75862068965517,19.2,3.3448275862068964,3.2857142857142856,0.47126436781609193,0.5428571428571428,0.20689655172413793,0.11428571428571428,0.39080459770114945,0.2,0.034482758620689655,0.0,0.06896551724137931,0.05714285714285714,0.5747126436781609,0.5428571428571428,0.09195402298850575,0.0,2657.9540229885056,2624.6,0.011494252873563218,0.0,0.8735632183908046,0.8857142857142857,0.1724137931034483,0.11428571428571428,0.011494252873563218,0.0,0.6666666666666666,0.7714285714285715,0.022988505747126436,0.02857142857142857,0.08045977011494253,0.2571428571428571,0.16091954022988506,0.17142857142857143,0.06896551724137931,0.02857142857142857,0.06896551724137931,0.17142857142857143,0.1724137931034483,0.05714285714285714,0.9080459770114943,1.0,0.7701149425287356,0.7714285714285715,0.3218390804597701,0.42857142857142855,0.39080459770114945,0.34285714285714286,0.16091954022988506,0.2,2.839080459770115,2.4857142857142858,0.6781609195402298,0.6857142857142857,0.05747126436781609,0.0,0.0,0.0,0.42528735632183906,0.45714285714285713,1.2528735632183907,1.0857142857142856,0.05747126436781609,0.02857142857142857,1.471264367816092,1.3142857142857143,0.1724137931034483,0.08571428571428572,0.3793103448275862,0.2857142857142857,0.40229885057471265,0.5142857142857142,0.0,0.0,0.47126436781609193,0.5142857142857142,0.034482758620689655,0.0,0.5172413793103449,0.6857142857142857,0.12643678160919541,0.05714285714285714,38,12,0.20640137017113624,fairlearn
4,0.0,0.038461538461538464,0.06666666666666667,0.038461538461538464,0.3111111111111111,0.0,0.2222222222222222,0.23076923076923078,0.08888888888888889,0.11538461538461539,0.17777777777777778,0.3076923076923077,0.2222222222222222,0.3076923076923077,0.06666666666666667,0.038461538461538464,0.17777777777777778,0.15384615384615385,0.022222222222222223,0.11538461538461539,0.022222222222222223,0.11538461538461539,0.17777777777777778,0.038461538461538464,0.4444444444444444,0.4230769230769231,0.1111111111111111,0.23076923076923078,19.355555555555554,18.576923076923077,2.888888888888889,3.1153846153846154,0.3111111111111111,0.2692307692307692,0.13333333333333333,0.15384615384615385,0.4222222222222222,0.23076923076923078,0.0,0.0,0.0,0.0,0.4,0.4230769230769231,0.022222222222222223,0.038461538461538464,3179.2444444444445,3354.076923076923,0.0,0.038461538461538464,0.9333333333333333,0.9615384615384616,0.08888888888888889,0.15384615384615385,0.06666666666666667,0.15384615384615385,0.7555555555555555,0.38461538461538464,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.15384615384615385,0.13333333333333333,0.46153846153846156,0.08888888888888889,0.0,0.06666666666666667,0.19230769230769232,0.1111111111111111,0.15384615384615385,0.9777777777777777,0.9615384615384616,0.8666666666666667,0.8846153846153846,0.2,0.38461538461538464,0.5555555555555556,0.2692307692307692,0.044444444444444446,0.11538461538461539,3.066666666666667,3.3461538461538463,0.4666666666666667,0.6538461538461539,0.06666666666666667,0.0,0.0,0.0,0.6,0.5769230769230769,1.2444444444444445,1.0769230769230769,0.06666666666666667,0.07692307692307693,1.7333333333333334,1.5384615384615385,0.06666666666666667,0.038461538461538464,0.6444444444444445,0.5,0.3333333333333333,0.2692307692307692,0.0,0.0,0.7111111111111111,0.6153846153846154,0.0,0.038461538461538464,0.26666666666666666,0.34615384615384615,0.35555555555555557,0.2692307692307692,38,12,0.3958956570920137,fairlearn
5,0.0,0.0,0.020833333333333332,0.06666666666666667,0.20833333333333334,0.26666666666666666,0.2708333333333333,0.2,0.10416666666666667,0.13333333333333333,0.4375,0.26666666666666666,0.3125,0.5333333333333333,0.08333333333333333,0.06666666666666667,0.08333333333333333,0.06666666666666667,0.0,0.0,0.08333333333333333,0.13333333333333333,0.4583333333333333,0.3333333333333333,0.2708333333333333,0.4666666666666667,0.25,0.06666666666666667,20.354166666666668,21.8,2.2916666666666665,2.7333333333333334,0.14583333333333334,0.4,0.14583333333333334,0.0,0.14583333333333334,0.13333333333333333,0.08333333333333333,0.06666666666666667,0.041666666666666664,0.06666666666666667,0.375,0.26666666666666666,0.125,0.13333333333333333,3760.0625,2802.6,0.041666666666666664,0.0,0.9375,0.8666666666666667,0.16666666666666666,0.2,0.0625,0.26666666666666666,0.7291666666666666,0.8,0.10416666666666667,0.0,0.1875,0.0,0.16666666666666666,0.2,0.020833333333333332,0.0,0.125,0.06666666666666667,0.10416666666666667,0.0,0.875,0.8666666666666667,0.9166666666666666,0.8,0.1875,0.13333333333333333,0.2916666666666667,0.5333333333333333,0.0625,0.2,3.0208333333333335,3.1333333333333333,0.5208333333333334,0.3333333333333333,0.10416666666666667,0.06666666666666667,0.0,0.0,0.625,0.7333333333333333,1.3125,1.0,0.08333333333333333,0.13333333333333333,1.625,1.3333333333333333,0.16666666666666666,0.0,0.4166666666666667,0.2,0.4166666666666667,0.3333333333333333,0.020833333333333332,0.06666666666666667,0.5833333333333334,0.8,0.0,0.06666666666666667,0.3958333333333333,0.5333333333333333,0.041666666666666664,0.13333333333333333,38,12,-0.15984870094189602,fairlearn
6,0.01818181818181818,0.0,0.05454545454545454,0.05,0.2909090909090909,0.25,0.14545454545454545,0.0,0.0,0.1,0.09090909090909091,0.1,0.2,0.3,0.05454545454545454,0.15,0.16363636363636364,0.15,0.01818181818181818,0.05,0.0,0.05,0.18181818181818182,0.25,0.2909090909090909,0.3,0.07272727272727272,0.15,20.10909090909091,15.9,3.381818181818182,3.05,0.41818181818181815,0.25,0.23636363636363636,0.2,0.5818181818181818,0.45,0.01818181818181818,0.0,0.05454545454545454,0.05,0.45454545454545453,0.25,0.01818181818181818,0.05,2861.581818181818,2157.8,0.0,0.0,0.8909090909090909,0.9,0.2545454545454545,0.2,0.12727272727272726,0.05,0.7090909090909091,0.4,0.10909090909090909,0.05,0.03636363636363636,0.25,0.12727272727272726,0.4,0.03636363636363636,0.0,0.12727272727272726,0.25,0.16363636363636364,0.2,0.9818181818181818,0.95,0.8727272727272727,0.85,0.18181818181818182,0.5,0.6727272727272727,0.25,0.09090909090909091,0.15,3.1636363636363636,2.75,0.4727272727272727,0.55,0.05454545454545454,0.0,0.0,0.0,0.5454545454545454,0.75,1.2,1.1,0.03636363636363636,0.0,1.4727272727272727,1.3,0.0,0.05,0.509090909090909,0.3,0.21818181818181817,0.3,0.03636363636363636,0.0,0.7454545454545455,0.7,0.0,0.0,0.43636363636363634,0.65,0.2,0.15,38,12,0.42348361361084275,fairlearn
7,0.1,0.07692307692307693,0.1,0.23076923076923078,0.35,0.23076923076923078,0.15,0.15384615384615385,0.1,0.07692307692307693,0.3,0.46153846153846156,0.25,0.3076923076923077,0.05,0.0,0.3,0.15384615384615385,0.0,0.0,0.05,0.15384615384615385,0.15,0.23076923076923078,0.4,0.38461538461538464,0.15,0.38461538461538464,20.15,19.384615384615383,3.05,2.769230769230769,0.35,0.3076923076923077,0.15,0.07692307692307693,0.4,0.38461538461538464,0.05,0.07692307692307693,0.05,0.0,0.65,0.5384615384615384,0.05,0.07692307692307693,4077.1,2195.6153846153848,0.0,0.0,0.85,0.7692307692307693,0.25,0.23076923076923078,0.05,0.07692307692307693,0.65,0.5384615384615384,0.1,0.07692307692307693,0.05,0.07692307692307693,0.3,0.46153846153846156,0.05,0.0,0.15,0.0,0.05,0.0,0.95,0.9230769230769231,0.75,0.7692307692307693,0.2,0.46153846153846156,0.45,0.07692307692307693,0.2,0.23076923076923078,3.1,3.1538461538461537,0.4,0.5384615384615384,0.05,0.0,0.05,0.07692307692307693,0.35,0.46153846153846156,1.25,1.0,0.15,0.07692307692307693,1.6,1.5384615384615385,0.05,0.15384615384615385,0.45,0.38461538461538464,0.2,0.3076923076923077,0.0,0.0,0.5,0.38461538461538464,0.05,0.0,0.4,0.46153846153846156,0.15,0.15384615384615385,38,12,0.12883287184296838,fairlearn
8,0.0,0.0,0.0,0.0,0.08823529411764706,0.09523809523809523,0.11764705882352941,0.23809523809523808,0.058823529411764705,0.047619047619047616,0.29411764705882354,0.3333333333333333,0.23529411764705882,0.23809523809523808,0.0,0.047619047619047616,0.14705882352941177,0.047619047619047616,0.058823529411764705,0.09523809523809523,0.029411764705882353,0.09523809523809523,0.029411764705882353,0.14285714285714285,0.5588235294117647,0.3333333333333333,0.029411764705882353,0.09523809523809523,23.58823529411765,14.904761904761905,3.0294117647058822,3.142857142857143,0.47058823529411764,0.19047619047619047,0.08823529411764706,0.09523809523809523,0.3235294117647059,0.047619047619047616,0.029411764705882353,0.14285714285714285,0.11764705882352941,0.14285714285714285,0.4117647058823529,0.19047619047619047,0.0,0.047619047619047616,3602.0588235294117,1711.3333333333333,0.0,0.0,0.8823529411764706,0.8571428571428571,0.17647058823529413,0.23809523809523808,0.0,0.0,0.7647058823529411,0.3333333333333333,0.17647058823529413,0.19047619047619047,0.23529411764705882,0.38095238095238093,0.20588235294117646,0.6666666666666666,0.058823529411764705,0.0,0.20588235294117646,0.47619047619047616,0.029411764705882353,0.0,1.0,0.9523809523809523,0.8235294117647058,0.9523809523809523,0.14705882352941177,0.2857142857142857,0.5588235294117647,0.3333333333333333,0.11764705882352941,0.047619047619047616,2.7058823529411766,3.0476190476190474,0.6764705882352942,0.6666666666666666,0.14705882352941177,0.047619047619047616,0.0,0.0,0.5882352941176471,0.8095238095238095,1.1176470588235294,1.0476190476190477,0.08823529411764706,0.09523809523809523,1.2941176470588236,1.1904761904761905,0.17647058823529413,0.047619047619047616,0.23529411764705882,0.14285714285714285,0.17647058823529413,0.3333333333333333,0.058823529411764705,0.0,0.7941176470588235,0.7142857142857143,0.0,0.0,0.5882352941176471,0.7142857142857143,0.0,0.047619047619047616,38,12,0.2653763149374827,fairlearn
9,0.0,0.0,0.02631578947368421,0.0,0.3684210526315789,0.16666666666666666,0.21052631578947367,0.16666666666666666,0.15789473684210525,0.3333333333333333,0.18421052631578946,0.5833333333333334,0.42105263157894735,0.4166666666666667,0.13157894736842105,0.16666666666666666,0.21052631578947367,0.16666666666666666,0.07894736842105263,0.25,0.10526315789473684,0.3333333333333333,0.15789473684210525,0.16666666666666666,0.18421052631578946,0.08333333333333333,0.34210526315789475,0.5833333333333334,23.710526315789473,27.916666666666668,3.0526315789473686,3.0,0.3684210526315789,0.3333333333333333,0.47368421052631576,0.3333333333333333,0.2631578947368421,0.08333333333333333,0.05263157894736842,0.08333333333333333,0.02631578947368421,0.0,0.42105263157894735,0.25,0.05263157894736842,0.0,3509.4736842105262,4566.25,0.0,0.08333333333333333,0.9473684210526315,1.0,0.10526315789473684,0.16666666666666666,0.05263157894736842,0.0,0.6052631578947368,0.75,0.13157894736842105,0.25,0.05263157894736842,0.25,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.39473684210526316,0.25,0.9473684210526315,1.0,0.7894736842105263,0.75,0.18421052631578946,0.0,0.5,0.25,0.18421052631578946,0.25,2.710526315789474,3.25,0.2894736842105263,0.25,0.10526315789473684,0.0,0.02631578947368421,0.08333333333333333,0.5789473684210527,0.75,1.3157894736842106,1.0833333333333333,0.05263157894736842,0.08333333333333333,1.4473684210526316,1.3333333333333333,0.13157894736842105,0.0,0.47368421052631576,0.25,0.23684210526315788,0.4166666666666667,0.0,0.08333333333333333,0.39473684210526316,0.16666666666666666,0.0,0.0,0.3157894736842105,0.4166666666666667,0.23684210526315788,0.0,38,12,0.2336148511815051,fairlearn
